dataset,size,quality,algorithm,signal,seed,mi_value,umis_per_cell
PBMC,4641,0.225772,RandomProjection,celltype.l3,42,1.81932,1829
PBMC,4641,0.225772,RandomProjection,celltype.l3,2303,1.78299,1829
PBMC,4641,0.225772,RandomProjection,celltype.l3,2701,1.81932,1829
PBMC,4641,0.225772,RandomProjection,protein_counts,42,2.23993,1829
PBMC,4641,0.225772,RandomProjection,protein_counts,2303,2.1969,1829
PBMC,4641,0.225772,RandomProjection,protein_counts,2701,2.23993,1829
PBMC,4641,0.225772,SCVI,celltype.l3,42,3.0004,1829
PBMC,4641,0.225772,SCVI,celltype.l3,2701,2.98604,1829
PBMC,4641,0.225772,SCVI,protein_counts,42,3.63488,1829
PBMC,4641,0.225772,SCVI,protein_counts,2701,3.5703,1829
PBMC,4641,0.4751547,Geneformer,celltype.l3,42,1.98867,3849
PBMC,4641,0.4751547,Geneformer,celltype.l3,2303,2.77249,3849
PBMC,4641,0.4751547,Geneformer,celltype.l3,2701,2.83512,3849
PBMC,4641,0.4751547,Geneformer,protein_counts,42,1.72892,3849
PBMC,4641,0.4751547,Geneformer,protein_counts,2303,3.41675,3849
PBMC,4641,0.4751547,Geneformer,protein_counts,2701,3.55732,3849
PBMC,4641,0.4751547,PCA,celltype.l3,42,3.02313,3849
PBMC,4641,0.4751547,PCA,celltype.l3,2303,3.03778,3849
PBMC,4641,0.4751547,PCA,celltype.l3,2701,2.98064,3849
PBMC,4641,0.4751547,PCA,protein_counts,42,3.54795,3849
PBMC,4641,0.4751547,PCA,protein_counts,2303,3.54241,3849
PBMC,4641,0.4751547,PCA,protein_counts,2701,3.52206,3849
PBMC,4641,0.4751547,RandomProjection,celltype.l3,42,2.18977,3849
PBMC,4641,0.4751547,RandomProjection,celltype.l3,2303,2.05928,3849
PBMC,4641,0.4751547,RandomProjection,celltype.l3,2701,2.18977,3849
PBMC,4641,0.4751547,RandomProjection,protein_counts,42,2.60175,3849
PBMC,4641,0.4751547,RandomProjection,protein_counts,2303,2.51697,3849
PBMC,4641,0.4751547,RandomProjection,protein_counts,2701,2.60175,3849
PBMC,4641,0.4751547,SCVI,celltype.l3,42,3.06992,3849
PBMC,4641,0.4751547,SCVI,celltype.l3,2701,3.2423,3849
PBMC,4641,0.4751547,SCVI,protein_counts,42,3.53765,3849
PBMC,4641,0.4751547,SCVI,protein_counts,2701,3.63775,3849
PBMC,4641,1.0,Geneformer,celltype.l3,42,3.06343,8100
PBMC,4641,1.0,Geneformer,celltype.l3,2701,2.9457,8100
PBMC,4641,1.0,Geneformer,protein_counts,42,1.69727,8100
PBMC,4641,1.0,Geneformer,protein_counts,2701,3.57382,8100
PBMC,4641,1.0,PCA,celltype.l3,42,3.20353,8100
PBMC,4641,1.0,PCA,celltype.l3,2303,3.27456,8100
PBMC,4641,1.0,PCA,celltype.l3,2701,3.19506,8100
PBMC,4641,1.0,PCA,protein_counts,42,3.91935,8100
PBMC,4641,1.0,PCA,protein_counts,2303,3.84158,8100
PBMC,4641,1.0,PCA,protein_counts,2701,3.86698,8100
PBMC,4641,1.0,RandomProjection,celltype.l3,42,2.42923,8100
PBMC,4641,1.0,RandomProjection,celltype.l3,2303,2.28135,8100
PBMC,4641,1.0,RandomProjection,celltype.l3,2701,2.42923,8100
PBMC,4641,1.0,RandomProjection,protein_counts,42,2.83812,8100
PBMC,4641,1.0,RandomProjection,protein_counts,2303,2.77322,8100
PBMC,4641,1.0,RandomProjection,protein_counts,2701,2.83812,8100
PBMC,4641,1.0,SCVI,celltype.l3,42,3.12833,8100
PBMC,4641,1.0,SCVI,celltype.l3,2303,3.35282,8100
PBMC,4641,1.0,SCVI,celltype.l3,2701,3.04859,8100
PBMC,4641,1.0,SCVI,protein_counts,42,3.51102,8100
PBMC,4641,1.0,SCVI,protein_counts,2303,4.17788,8100
PBMC,4641,1.0,SCVI,protein_counts,2701,3.33085,8100
PBMC,10000,0.0012346,Geneformer,celltype.l3,42,0.46174,10
PBMC,10000,0.0012346,Geneformer,celltype.l3,2701,0.7095,10
PBMC,10000,0.0012346,Geneformer,protein_counts,42,0.65321,10
PBMC,10000,0.0012346,Geneformer,protein_counts,2701,0.77351,10
PBMC,10000,0.0012346,PCA,celltype.l3,42,0.43368,10
PBMC,10000,0.0012346,PCA,celltype.l3,2701,0.4128,10
PBMC,10000,0.0012346,PCA,protein_counts,42,0.36786,10
PBMC,10000,0.0012346,PCA,protein_counts,2701,0.40078,10
PBMC,10000,0.0012346,RandomProjection,celltype.l3,42,0.08754,10
PBMC,10000,0.0012346,RandomProjection,celltype.l3,2701,0.16097,10
PBMC,10000,0.0012346,RandomProjection,protein_counts,42,0.23313,10
PBMC,10000,0.0012346,RandomProjection,protein_counts,2701,0.21626,10
PBMC,10000,0.0012346,SCVI,celltype.l3,42,0.38792,10
PBMC,10000,0.0012346,SCVI,celltype.l3,2701,0.46007,10
PBMC,10000,0.0012346,SCVI,protein_counts,42,0.60245,10
PBMC,10000,0.0012346,SCVI,protein_counts,2701,0.53297,10
PBMC,10000,0.0025982,Geneformer,celltype.l3,42,0.96094,21
PBMC,10000,0.0025982,Geneformer,celltype.l3,2701,1.01499,21
PBMC,10000,0.0025982,Geneformer,protein_counts,42,1.08375,21
PBMC,10000,0.0025982,Geneformer,protein_counts,2701,1.16474,21
PBMC,10000,0.0025982,PCA,celltype.l3,42,0.68667,21
PBMC,10000,0.0025982,PCA,celltype.l3,2701,0.69706,21
PBMC,10000,0.0025982,PCA,protein_counts,42,0.65846,21
PBMC,10000,0.0025982,PCA,protein_counts,2701,0.65358,21
PBMC,10000,0.0025982,RandomProjection,celltype.l3,42,0.16818,21
PBMC,10000,0.0025982,RandomProjection,celltype.l3,2303,0.268,21
PBMC,10000,0.0025982,RandomProjection,celltype.l3,2701,0.12768,21
PBMC,10000,0.0025982,RandomProjection,protein_counts,42,0.31852,21
PBMC,10000,0.0025982,RandomProjection,protein_counts,2303,0.30022,21
PBMC,10000,0.0025982,RandomProjection,protein_counts,2701,0.30596,21
PBMC,10000,0.0025982,SCVI,celltype.l3,42,0.82722,21
PBMC,10000,0.0025982,SCVI,celltype.l3,2303,1.05854,21
PBMC,10000,0.0025982,SCVI,celltype.l3,2701,0.95828,21
PBMC,10000,0.0025982,SCVI,protein_counts,42,1.01165,21
PBMC,10000,0.0025982,SCVI,protein_counts,2701,1.03201,21
PBMC,10000,0.0054682,Geneformer,celltype.l3,42,1.37999,44
PBMC,10000,0.0054682,Geneformer,celltype.l3,2701,1.32203,44
PBMC,10000,0.0054682,Geneformer,protein_counts,42,1.49449,44
PBMC,10000,0.0054682,Geneformer,protein_counts,2701,1.61751,44
PBMC,10000,0.0054682,PCA,celltype.l3,42,1.01069,44
PBMC,10000,0.0054682,PCA,celltype.l3,2701,0.98167,44
PBMC,10000,0.0054682,PCA,protein_counts,42,0.99328,44
PBMC,10000,0.0054682,PCA,protein_counts,2701,1.00951,44
PBMC,10000,0.0054682,RandomProjection,celltype.l3,42,0.29192,44
PBMC,10000,0.0054682,RandomProjection,celltype.l3,2303,0.36326,44
PBMC,10000,0.0054682,RandomProjection,celltype.l3,2701,0.29192,44
PBMC,10000,0.0054682,RandomProjection,protein_counts,42,0.39658,44
PBMC,10000,0.0054682,RandomProjection,protein_counts,2303,0.38537,44
PBMC,10000,0.0054682,RandomProjection,protein_counts,2701,0.39658,44
PBMC,10000,0.0054682,SCVI,celltype.l3,42,1.37229,44
PBMC,10000,0.0054682,SCVI,celltype.l3,2701,1.45837,44
PBMC,10000,0.0054682,SCVI,protein_counts,42,1.5231,44
PBMC,10000,0.0054682,SCVI,protein_counts,2701,1.55854,44
PBMC,10000,0.0115083,Geneformer,celltype.l3,42,1.52741,93
PBMC,10000,0.0115083,Geneformer,celltype.l3,2701,1.65586,93
PBMC,10000,0.0115083,Geneformer,protein_counts,42,1.90065,93
PBMC,10000,0.0115083,Geneformer,protein_counts,2701,2.04867,93
PBMC,10000,0.0115083,PCA,celltype.l3,42,1.36219,93
PBMC,10000,0.0115083,PCA,celltype.l3,2303,1.33089,93
PBMC,10000,0.0115083,PCA,celltype.l3,2701,1.32934,93
PBMC,10000,0.0115083,PCA,protein_counts,42,1.40102,93
PBMC,10000,0.0115083,PCA,protein_counts,2701,1.42947,93
PBMC,10000,0.0115083,RandomProjection,celltype.l3,42,0.49176,93
PBMC,10000,0.0115083,RandomProjection,celltype.l3,2701,0.46007,93
PBMC,10000,0.0115083,RandomProjection,protein_counts,42,0.59071,93
PBMC,10000,0.0115083,RandomProjection,protein_counts,2701,0.62227,93
PBMC,10000,0.0115083,SCVI,celltype.l3,42,1.76398,93
PBMC,10000,0.0115083,SCVI,celltype.l3,2701,1.73017,93
PBMC,10000,0.0115083,SCVI,protein_counts,42,1.98366,93
PBMC,10000,0.0115083,SCVI,protein_counts,2701,2.06067,93
PBMC,10000,0.02422,Geneformer,celltype.l3,42,2.0762,196
PBMC,10000,0.02422,Geneformer,celltype.l3,2701,2.22081,196
PBMC,10000,0.02422,Geneformer,protein_counts,42,2.46817,196
PBMC,10000,0.02422,Geneformer,protein_counts,2701,2.57177,196
PBMC,10000,0.02422,PCA,celltype.l3,42,1.6471,196
PBMC,10000,0.02422,PCA,celltype.l3,2303,1.65438,196
PBMC,10000,0.02422,PCA,celltype.l3,2701,1.70347,196
PBMC,10000,0.02422,PCA,protein_counts,42,1.85248,196
PBMC,10000,0.02422,PCA,protein_counts,2303,1.7609,196
PBMC,10000,0.02422,PCA,protein_counts,2701,1.91313,196
PBMC,10000,0.02422,RandomProjection,celltype.l3,42,0.66461,196
PBMC,10000,0.02422,RandomProjection,celltype.l3,2303,0.82382,196
PBMC,10000,0.02422,RandomProjection,celltype.l3,2701,0.66461,196
PBMC,10000,0.02422,RandomProjection,protein_counts,42,0.98609,196
PBMC,10000,0.02422,RandomProjection,protein_counts,2701,0.98609,196
PBMC,10000,0.02422,SCVI,celltype.l3,42,2.18993,196
PBMC,10000,0.02422,SCVI,celltype.l3,2303,2.15856,196
PBMC,10000,0.02422,SCVI,celltype.l3,2701,2.1308,196
PBMC,10000,0.02422,SCVI,protein_counts,42,2.56159,196
PBMC,10000,0.02422,SCVI,protein_counts,2303,2.48807,196
PBMC,10000,0.02422,SCVI,protein_counts,2701,2.57653,196
PBMC,10000,0.050973,Geneformer,celltype.l3,42,1.9125,413
PBMC,10000,0.050973,Geneformer,celltype.l3,2303,2.413,413
PBMC,10000,0.050973,Geneformer,celltype.l3,2701,2.38152,413
PBMC,10000,0.050973,Geneformer,protein_counts,42,2.20238,413
PBMC,10000,0.050973,Geneformer,protein_counts,2303,2.73479,413
PBMC,10000,0.050973,Geneformer,protein_counts,2701,2.90469,413
PBMC,10000,0.050973,PCA,celltype.l3,42,2.09669,413
PBMC,10000,0.050973,PCA,celltype.l3,2701,2.04703,413
PBMC,10000,0.050973,PCA,protein_counts,42,2.28655,413
PBMC,10000,0.050973,PCA,protein_counts,2701,2.34665,413
PBMC,10000,0.050973,RandomProjection,celltype.l3,42,1.09945,413
PBMC,10000,0.050973,RandomProjection,celltype.l3,2701,1.15161,413
PBMC,10000,0.050973,RandomProjection,protein_counts,42,1.39639,413
PBMC,10000,0.050973,RandomProjection,protein_counts,2701,1.39968,413
PBMC,10000,0.050973,SCVI,celltype.l3,42,2.55284,413
PBMC,10000,0.050973,SCVI,celltype.l3,2701,2.5494,413
PBMC,10000,0.050973,SCVI,protein_counts,42,3.05544,413
PBMC,10000,0.050973,SCVI,protein_counts,2701,3.15282,413
PBMC,10000,0.1072766,Geneformer,celltype.l3,42,2.56557,869
PBMC,10000,0.1072766,Geneformer,celltype.l3,2701,2.58993,869
PBMC,10000,0.1072766,Geneformer,protein_counts,42,2.95602,869
PBMC,10000,0.1072766,Geneformer,protein_counts,2701,3.15243,869
PBMC,10000,0.1072766,PCA,celltype.l3,42,2.37329,869
PBMC,10000,0.1072766,PCA,celltype.l3,2303,2.27992,869
PBMC,10000,0.1072766,PCA,celltype.l3,2701,2.32233,869
PBMC,10000,0.1072766,PCA,protein_counts,42,2.66088,869
PBMC,10000,0.1072766,PCA,protein_counts,2303,2.51048,869
PBMC,10000,0.1072766,PCA,protein_counts,2701,2.70124,869
PBMC,10000,0.1072766,RandomProjection,celltype.l3,42,1.4987,869
PBMC,10000,0.1072766,RandomProjection,celltype.l3,2303,1.49761,869
PBMC,10000,0.1072766,RandomProjection,celltype.l3,2701,1.52836,869
PBMC,10000,0.1072766,RandomProjection,protein_counts,42,1.81861,869
PBMC,10000,0.1072766,RandomProjection,protein_counts,2303,1.82084,869
PBMC,10000,0.1072766,RandomProjection,protein_counts,2701,1.85624,869
PBMC,10000,0.1072766,SCVI,celltype.l3,42,2.85067,869
PBMC,10000,0.1072766,SCVI,celltype.l3,2303,2.81967,869
PBMC,10000,0.1072766,SCVI,celltype.l3,2701,2.84741,869
PBMC,10000,0.1072766,SCVI,protein_counts,42,3.56066,869
PBMC,10000,0.1072766,SCVI,protein_counts,2303,3.51092,869
PBMC,10000,0.1072766,SCVI,protein_counts,2701,3.52584,869
PBMC,10000,0.225772,Geneformer,celltype.l3,42,2.14961,1829
PBMC,10000,0.225772,Geneformer,celltype.l3,2701,2.75723,1829
PBMC,10000,0.225772,Geneformer,protein_counts,42,2.35893,1829
PBMC,10000,0.225772,Geneformer,protein_counts,2701,3.43186,1829
PBMC,10000,0.225772,PCA,celltype.l3,42,2.62801,1829
PBMC,10000,0.225772,PCA,celltype.l3,2303,2.62726,1829
PBMC,10000,0.225772,PCA,celltype.l3,2701,2.61459,1829
PBMC,10000,0.225772,PCA,protein_counts,42,3.02405,1829
PBMC,10000,0.225772,PCA,protein_counts,2303,2.95342,1829
PBMC,10000,0.225772,PCA,protein_counts,2701,3.03931,1829
PBMC,10000,0.225772,RandomProjection,celltype.l3,42,1.81044,1829
PBMC,10000,0.225772,RandomProjection,celltype.l3,2701,1.81932,1829
PBMC,10000,0.225772,RandomProjection,protein_counts,42,2.28512,1829
PBMC,10000,0.225772,RandomProjection,protein_counts,2701,2.23993,1829
PBMC,10000,0.225772,SCVI,celltype.l3,42,3.18826,1829
PBMC,10000,0.225772,SCVI,celltype.l3,2303,3.13602,1829
PBMC,10000,0.225772,SCVI,celltype.l3,2701,3.1473,1829
PBMC,10000,0.225772,SCVI,protein_counts,42,3.95021,1829
PBMC,10000,0.225772,SCVI,protein_counts,2303,3.85206,1829
PBMC,10000,0.225772,SCVI,protein_counts,2701,3.75868,1829
PBMC,10000,0.4751547,Geneformer,celltype.l3,42,2.2926,3849
PBMC,10000,0.4751547,Geneformer,celltype.l3,2701,2.85263,3849
PBMC,10000,0.4751547,Geneformer,protein_counts,42,2.50975,3849
PBMC,10000,0.4751547,Geneformer,protein_counts,2701,3.51359,3849
PBMC,10000,0.4751547,PCA,celltype.l3,42,3.00874,3849
PBMC,10000,0.4751547,PCA,celltype.l3,2303,2.99435,3849
PBMC,10000,0.4751547,PCA,celltype.l3,2701,2.99942,3849
PBMC,10000,0.4751547,PCA,protein_counts,42,3.51798,3849
PBMC,10000,0.4751547,PCA,protein_counts,2701,3.50258,3849
PBMC,10000,0.4751547,RandomProjection,celltype.l3,42,2.13462,3849
PBMC,10000,0.4751547,RandomProjection,celltype.l3,2303,2.05928,3849
PBMC,10000,0.4751547,RandomProjection,celltype.l3,2701,2.18977,3849
PBMC,10000,0.4751547,RandomProjection,protein_counts,42,2.55863,3849
PBMC,10000,0.4751547,RandomProjection,protein_counts,2303,2.51697,3849
PBMC,10000,0.4751547,RandomProjection,protein_counts,2701,2.60175,3849
PBMC,10000,0.4751547,SCVI,celltype.l3,42,3.40092,3849
PBMC,10000,0.4751547,SCVI,celltype.l3,2303,3.33217,3849
PBMC,10000,0.4751547,SCVI,celltype.l3,2701,3.35974,3849
PBMC,10000,0.4751547,SCVI,protein_counts,42,4.1077,3849
PBMC,10000,0.4751547,SCVI,protein_counts,2303,4.1498,3849
PBMC,10000,0.4751547,SCVI,protein_counts,2701,3.90642,3849
PBMC,10000,1.0,Geneformer,celltype.l3,42,2.73661,8100
PBMC,10000,1.0,Geneformer,celltype.l3,2303,3.10444,8100
PBMC,10000,1.0,Geneformer,celltype.l3,2701,3.14913,8100
PBMC,10000,1.0,Geneformer,protein_counts,42,3.15871,8100
PBMC,10000,1.0,Geneformer,protein_counts,2303,3.603,8100
PBMC,10000,1.0,Geneformer,protein_counts,2701,3.69151,8100
PBMC,10000,1.0,PCA,celltype.l3,42,3.24771,8100
PBMC,10000,1.0,PCA,celltype.l3,2701,3.22318,8100
PBMC,10000,1.0,PCA,protein_counts,42,3.86919,8100
PBMC,10000,1.0,PCA,protein_counts,2701,3.86658,8100
PBMC,10000,1.0,RandomProjection,celltype.l3,42,2.42923,8100
PBMC,10000,1.0,RandomProjection,celltype.l3,2303,2.28135,8100
PBMC,10000,1.0,RandomProjection,celltype.l3,2701,2.42923,8100
PBMC,10000,1.0,RandomProjection,protein_counts,42,2.83812,8100
PBMC,10000,1.0,RandomProjection,protein_counts,2303,2.77322,8100
PBMC,10000,1.0,RandomProjection,protein_counts,2701,2.83812,8100
PBMC,10000,1.0,SCVI,celltype.l3,42,3.61509,8100
PBMC,10000,1.0,SCVI,celltype.l3,2701,3.5919,8100
PBMC,10000,1.0,SCVI,protein_counts,42,4.45508,8100
PBMC,10000,1.0,SCVI,protein_counts,2701,4.29495,8100
PBMC,21544,0.0012346,Geneformer,celltype.l3,42,0.63917,10
PBMC,21544,0.0012346,Geneformer,celltype.l3,2701,0.69372,10
PBMC,21544,0.0012346,Geneformer,protein_counts,42,0.70073,10
PBMC,21544,0.0012346,Geneformer,protein_counts,2701,0.75453,10
PBMC,21544,0.0012346,PCA,celltype.l3,42,0.44277,10
PBMC,21544,0.0012346,PCA,celltype.l3,2303,0.16055,10
PBMC,21544,0.0012346,PCA,celltype.l3,2701,0.43475,10
PBMC,21544,0.0012346,PCA,protein_counts,42,0.37968,10
PBMC,21544,0.0012346,PCA,protein_counts,2701,0.40353,10
PBMC,21544,0.0012346,RandomProjection,celltype.l3,42,0.11355,10
PBMC,21544,0.0012346,RandomProjection,celltype.l3,2303,0.18055,10
PBMC,21544,0.0012346,RandomProjection,celltype.l3,2701,0.16097,10
PBMC,21544,0.0012346,RandomProjection,protein_counts,42,0.22601,10
PBMC,21544,0.0012346,RandomProjection,protein_counts,2303,0.21117,10
PBMC,21544,0.0012346,RandomProjection,protein_counts,2701,0.21626,10
PBMC,21544,0.0012346,SCVI,celltype.l3,42,0.50719,10
PBMC,21544,0.0012346,SCVI,celltype.l3,2303,0.56112,10
PBMC,21544,0.0012346,SCVI,celltype.l3,2701,0.40747,10
PBMC,21544,0.0012346,SCVI,protein_counts,42,0.65736,10
PBMC,21544,0.0012346,SCVI,protein_counts,2303,0.6523,10
PBMC,21544,0.0012346,SCVI,protein_counts,2701,0.62342,10
PBMC,21544,0.0025982,Geneformer,celltype.l3,42,0.99102,21
PBMC,21544,0.0025982,Geneformer,celltype.l3,2701,1.01652,21
PBMC,21544,0.0025982,Geneformer,protein_counts,42,1.15599,21
PBMC,21544,0.0025982,Geneformer,protein_counts,2701,1.18447,21
PBMC,21544,0.0025982,PCA,celltype.l3,42,0.69724,21
PBMC,21544,0.0025982,PCA,celltype.l3,2701,0.68954,21
PBMC,21544,0.0025982,PCA,protein_counts,42,0.63244,21
PBMC,21544,0.0025982,PCA,protein_counts,2701,0.62908,21
PBMC,21544,0.0025982,RandomProjection,celltype.l3,42,0.15653,21
PBMC,21544,0.0025982,RandomProjection,celltype.l3,2701,0.12768,21
PBMC,21544,0.0025982,RandomProjection,protein_counts,42,0.32331,21
PBMC,21544,0.0025982,RandomProjection,protein_counts,2701,0.30596,21
PBMC,21544,0.0025982,SCVI,celltype.l3,42,0.95966,21
PBMC,21544,0.0025982,SCVI,celltype.l3,2701,1.05248,21
PBMC,21544,0.0025982,SCVI,protein_counts,42,1.06155,21
PBMC,21544,0.0025982,SCVI,protein_counts,2701,1.12904,21
PBMC,21544,0.0054682,Geneformer,celltype.l3,42,1.4167,44
PBMC,21544,0.0054682,Geneformer,celltype.l3,2701,1.41128,44
PBMC,21544,0.0054682,Geneformer,protein_counts,42,1.71465,44
PBMC,21544,0.0054682,Geneformer,protein_counts,2701,1.67061,44
PBMC,21544,0.0054682,PCA,celltype.l3,42,1.01239,44
PBMC,21544,0.0054682,PCA,celltype.l3,2303,0.93774,44
PBMC,21544,0.0054682,PCA,celltype.l3,2701,0.98044,44
PBMC,21544,0.0054682,PCA,protein_counts,42,0.99411,44
PBMC,21544,0.0054682,PCA,protein_counts,2303,0.94525,44
PBMC,21544,0.0054682,PCA,protein_counts,2701,1.00266,44
PBMC,21544,0.0054682,RandomProjection,celltype.l3,42,0.25885,44
PBMC,21544,0.0054682,RandomProjection,celltype.l3,2701,0.29192,44
PBMC,21544,0.0054682,RandomProjection,protein_counts,42,0.41884,44
PBMC,21544,0.0054682,RandomProjection,protein_counts,2701,0.39658,44
PBMC,21544,0.0054682,SCVI,celltype.l3,42,1.27499,44
PBMC,21544,0.0054682,SCVI,celltype.l3,2701,1.22984,44
PBMC,21544,0.0054682,SCVI,protein_counts,42,1.57373,44
PBMC,21544,0.0054682,SCVI,protein_counts,2701,1.58793,44
PBMC,21544,0.0115083,Geneformer,celltype.l3,42,1.83852,93
PBMC,21544,0.0115083,Geneformer,celltype.l3,2701,1.7846,93
PBMC,21544,0.0115083,Geneformer,protein_counts,42,2.14626,93
PBMC,21544,0.0115083,Geneformer,protein_counts,2701,2.12515,93
PBMC,21544,0.0115083,PCA,celltype.l3,42,1.33496,93
PBMC,21544,0.0115083,PCA,celltype.l3,2303,1.29274,93
PBMC,21544,0.0115083,PCA,celltype.l3,2701,1.32474,93
PBMC,21544,0.0115083,PCA,protein_counts,42,1.37838,93
PBMC,21544,0.0115083,PCA,protein_counts,2303,1.36202,93
PBMC,21544,0.0115083,PCA,protein_counts,2701,1.42901,93
PBMC,21544,0.0115083,RandomProjection,celltype.l3,42,0.42153,93
PBMC,21544,0.0115083,RandomProjection,celltype.l3,2701,0.46007,93
PBMC,21544,0.0115083,RandomProjection,protein_counts,42,0.6119,93
PBMC,21544,0.0115083,RandomProjection,protein_counts,2701,0.62227,93
PBMC,21544,0.0115083,SCVI,celltype.l3,42,1.89352,93
PBMC,21544,0.0115083,SCVI,celltype.l3,2303,1.94064,93
PBMC,21544,0.0115083,SCVI,celltype.l3,2701,1.83304,93
PBMC,21544,0.0115083,SCVI,protein_counts,42,2.119,93
PBMC,21544,0.0115083,SCVI,protein_counts,2303,2.08781,93
PBMC,21544,0.0115083,SCVI,protein_counts,2701,2.18862,93
PBMC,21544,0.02422,Geneformer,celltype.l3,42,1.53364,196
PBMC,21544,0.02422,Geneformer,celltype.l3,2701,2.15878,196
PBMC,21544,0.02422,Geneformer,protein_counts,42,1.70634,196
PBMC,21544,0.02422,Geneformer,protein_counts,2701,2.57847,196
PBMC,21544,0.02422,PCA,celltype.l3,42,1.64432,196
PBMC,21544,0.02422,PCA,celltype.l3,2701,1.66284,196
PBMC,21544,0.02422,PCA,protein_counts,42,1.85038,196
PBMC,21544,0.02422,PCA,protein_counts,2701,1.89282,196
PBMC,21544,0.02422,RandomProjection,celltype.l3,42,0.66461,196
PBMC,21544,0.02422,RandomProjection,celltype.l3,2303,0.82382,196
PBMC,21544,0.02422,RandomProjection,celltype.l3,2701,0.66461,196
PBMC,21544,0.02422,RandomProjection,protein_counts,42,0.98609,196
PBMC,21544,0.02422,RandomProjection,protein_counts,2303,0.99194,196
PBMC,21544,0.02422,RandomProjection,protein_counts,2701,0.98609,196
PBMC,21544,0.02422,SCVI,celltype.l3,42,2.18954,196
PBMC,21544,0.02422,SCVI,celltype.l3,2701,2.24112,196
PBMC,21544,0.02422,SCVI,protein_counts,42,2.57198,196
PBMC,21544,0.02422,SCVI,protein_counts,2701,2.62417,196
PBMC,21544,0.050973,Geneformer,celltype.l3,42,2.47108,413
PBMC,21544,0.050973,Geneformer,celltype.l3,2701,2.43919,413
PBMC,21544,0.050973,Geneformer,protein_counts,42,3.02223,413
PBMC,21544,0.050973,Geneformer,protein_counts,2701,2.81811,413
PBMC,21544,0.050973,PCA,celltype.l3,42,2.02229,413
PBMC,21544,0.050973,PCA,celltype.l3,2701,2.06952,413
PBMC,21544,0.050973,PCA,protein_counts,42,2.32883,413
PBMC,21544,0.050973,PCA,protein_counts,2701,2.32503,413
PBMC,21544,0.050973,RandomProjection,celltype.l3,42,1.15161,413
PBMC,21544,0.050973,RandomProjection,celltype.l3,2701,1.15161,413
PBMC,21544,0.050973,RandomProjection,protein_counts,42,1.39968,413
PBMC,21544,0.050973,RandomProjection,protein_counts,2701,1.39968,413
PBMC,21544,0.050973,SCVI,celltype.l3,42,2.51726,413
PBMC,21544,0.050973,SCVI,celltype.l3,2701,2.56572,413
PBMC,21544,0.050973,SCVI,protein_counts,42,3.14601,413
PBMC,21544,0.050973,SCVI,protein_counts,2701,3.16328,413
PBMC,21544,0.1072766,Geneformer,celltype.l3,42,2.24159,869
PBMC,21544,0.1072766,Geneformer,celltype.l3,2701,2.69641,869
PBMC,21544,0.1072766,Geneformer,protein_counts,42,2.60548,869
PBMC,21544,0.1072766,Geneformer,protein_counts,2701,3.29545,869
PBMC,21544,0.1072766,PCA,celltype.l3,42,2.38865,869
PBMC,21544,0.1072766,PCA,celltype.l3,2701,2.34489,869
PBMC,21544,0.1072766,PCA,protein_counts,42,2.66708,869
PBMC,21544,0.1072766,PCA,protein_counts,2701,2.6696,869
PBMC,21544,0.1072766,RandomProjection,celltype.l3,42,1.52836,869
PBMC,21544,0.1072766,RandomProjection,celltype.l3,2303,1.49761,869
PBMC,21544,0.1072766,RandomProjection,celltype.l3,2701,1.52836,869
PBMC,21544,0.1072766,RandomProjection,protein_counts,42,1.85624,869
PBMC,21544,0.1072766,RandomProjection,protein_counts,2303,1.82084,869
PBMC,21544,0.1072766,RandomProjection,protein_counts,2701,1.85624,869
PBMC,21544,0.1072766,SCVI,celltype.l3,42,2.91001,869
PBMC,21544,0.1072766,SCVI,celltype.l3,2701,2.90787,869
PBMC,21544,0.1072766,SCVI,protein_counts,42,3.52761,869
PBMC,21544,0.1072766,SCVI,protein_counts,2701,3.66464,869
PBMC,21544,0.225772,Geneformer,celltype.l3,42,2.56287,1829
PBMC,21544,0.225772,Geneformer,celltype.l3,2303,2.85544,1829
PBMC,21544,0.225772,Geneformer,celltype.l3,2701,2.93646,1829
PBMC,21544,0.225772,Geneformer,protein_counts,42,2.92044,1829
PBMC,21544,0.225772,Geneformer,protein_counts,2303,3.47469,1829
PBMC,21544,0.225772,Geneformer,protein_counts,2701,3.61714,1829
PBMC,21544,0.225772,PCA,celltype.l3,42,2.70713,1829
PBMC,21544,0.225772,PCA,celltype.l3,2303,2.66021,1829
PBMC,21544,0.225772,PCA,celltype.l3,2701,2.6853,1829
PBMC,21544,0.225772,PCA,protein_counts,42,3.1058,1829
PBMC,21544,0.225772,PCA,protein_counts,2303,2.91005,1829
PBMC,21544,0.225772,PCA,protein_counts,2701,3.1215,1829
PBMC,21544,0.225772,RandomProjection,celltype.l3,42,1.81932,1829
PBMC,21544,0.225772,RandomProjection,celltype.l3,2303,1.78299,1829
PBMC,21544,0.225772,RandomProjection,celltype.l3,2701,1.81932,1829
PBMC,21544,0.225772,RandomProjection,protein_counts,42,2.23993,1829
PBMC,21544,0.225772,RandomProjection,protein_counts,2303,2.1969,1829
PBMC,21544,0.225772,RandomProjection,protein_counts,2701,2.23993,1829
PBMC,21544,0.225772,SCVI,celltype.l3,42,3.26206,1829
PBMC,21544,0.225772,SCVI,celltype.l3,2701,3.18841,1829
PBMC,21544,0.225772,SCVI,protein_counts,42,3.96954,1829
